zip3,n_apps,observed_declines,expected_declines,var,observed_rate,expected_rate,excess_rate_pp,z,flagged
280,1553,592.0,591.0802493268188,87.22446327385441,0.3811976819059884,0.38060544064830576,0.059224125768264635,0.098480662494434,False
328,2555,1168.0,1166.8603013019974,149.41966519577682,0.45714285714285713,0.4566967911162417,0.04460660266154548,0.09323654518292632,False
973,1207,474.0,473.52005693735896,68.2127618765146,0.39270919635459817,0.3923115633283836,0.03976330262145944,0.058110806308852445,False
930,1698,601.0,600.4406201628867,92.75646686823221,0.3539458186101296,0.35361638407708285,0.03294345330467352,0.05808108346211303,False
985,902,353.0,352.61967037641045,47.84426151923002,0.39135254988913526,0.39093089842174106,0.04216514673942018,0.05498512615381131,False
197,780,327.0,326.67977013531055,41.741898237178276,0.41923076923076924,0.418820218122193,0.04105511085762403,0.04956507119802687,False
703,599,269.0,268.7371825511444,31.562205244057942,0.44908180300500833,0.44864304265633453,0.043876034867379454,0.04678111034140127,False
077,1432,476.0,475.69297203475503,78.52991561386885,0.3324022346368715,0.3321878296332088,0.021440500366270987,0.03464657981182267,False
284,874,385.0,384.79512914467966,45.404994431367,0.4405034324942792,0.4402690264813268,0.023440601295238173,0.03040383501683148,False
989,531,206.0,206.03585569742063,29.97390239789897,0.3879472693032015,0.388014794157101,-0.006752485389949214,-0.006549174012866974,False
337,1796,735.0,735.2152845278223,100.4054129896638,0.40924276169265034,0.40936263058342,-0.011986889076964768,-0.021484945453870738,False
451,630,261.0,261.12076010941627,31.536048001478655,0.4142857142857143,0.41447739699907343,-0.019168271335912035,-0.021504030327075044,False
146,1140,479.0,479.1740562867611,64.17012080653782,0.4201754385964912,0.42032811954979044,-0.015268095329923348,-0.021728176768408648,False
322,2208,983.0,983.3945615817423,121.58594043665735,0.44519927536231885,0.4453779717308616,-0.017869636854273008,-0.035782700777926765,False
707,860,356.0,356.23814022076186,43.69626776177245,0.413953488372093,0.41423039560553704,-0.02769072334440348,-0.03602554667955949,False
797,821,350.0,350.248786050049,44.65946438335183,0.42630937880633374,0.42661240688191104,-0.030302807557730516,-0.037227962677771474,False
657,514,230.0,230.26805738453876,24.44847430173354,0.4474708171206226,0.4479923295419042,-0.052151242128162245,-0.05421280701864787,False
140,1004,347.0,347.7416241434883,60.24350134520198,0.3456175298804781,0.3463561993461039,-0.07386694656257853,-0.09554957446408417,False
038,755,279.0,279.6717232448538,46.81013424748876,0.3695364238410596,0.37042612350311765,-0.08896996620580411,-0.09817941361521504,False
